0,1,2,3,4,5,6,7,8,9
0.12764593969459873,-0.1768749356176859,-0.10817564791264195,0.05378707182485809,-0.1563126873790801,0.058236176162419134,-0.17052472781211628,0.1800648141682147,0.1887997746855912,-0.0004511440026583459
-0.007995393997789596,0.04321826348788249,0.031773708121383304,-0.08192875814828539,0.041404873239709115,-0.07758673445508812,0.08783762715949985,0.002193288137870018,-0.1104205083258091,0.07348362748178093
-0.03333057841640475,-0.14213908703668718,-0.057430699586018395,-0.02037881172166676,0.09108489931054042,0.06856305345863087,-0.10304419384282754,0.12140857425014615,0.11316352932405752,-0.04069901278553158
0.0175994059233194,0.1150264091067025,-0.009765444353112239,0.11044113535643384,-0.1462847681087063,0.014392773789572254,-0.016285021394438035,-0.08427658669919115,0.15346751032127035,-0.1606268220241047
-0.010652617969658147,-0.1632179840720093,0.00615868688444121,0.1417502887808268,-0.06868914705419167,0.16026168108649616,-0.12795678698625645,-0.11891027829422111,0.12149751784263961,0.05822580442756385
0.04588307294629235,-0.018374756598608145,-0.04261684739011653,0.10865298908293881,-0.0769220856424175,-0.015889712304018967,0.036006297510076724,-0.057172822415014105,0.016376515413816434,0.0038831169735053044
-0.04544198183718722,0.11919504585164234,0.04633727358304661,0.10781854749490671,0.10107415236698364,-0.0967805859808803,0.03722182716661988,-0.17897771095459164,-0.1388999405988082,0.05092992498490874
0.10905280247108887,-0.064731079552951,0.18205129075605792,-0.16582056077281712,-0.03495588274786922,-0.09045072959356279,-0.019620919492214665,0.16998416051714985,-0.07163236898413645,-0.012731336724825478
-0.045587730331359065,0.0868538848691966,0.12079750691975273,-0.042855767815239934,-0.02334168681410924,0.05337997937588461,0.0705418788286345,-0.15765361331050476,-0.09538613411540905,0.03585915522892037
-0.16173339792249722,-0.061917409782732545,0.11740102066759975,0.12393347365829695,0.027198739225335115,-0.044852588492773626,-0.03180942423199514,-0.19725501662913764,0.11706536873859104,0.10707087094847396
0.13265728780962732,0.15517758279445074,-0.010043739843608488,0.13121013939109755,-0.14459690732526212,-0.09023662167676959,-0.07787086867224254,-0.06818963375497965,-0.13564570940413218,0.11672954389613203
-0.13884666014785524,-0.02159100502467593,-0.0953200963456259,0.1670866004592683,0.006434521592580154,0.04920795520446336,0.04193613388372757,0.002195931492613507,-0.12034314064975231,0.11519821734272191
0.16158120015562868,0.09438621288920879,-0.17421713517708182,0.05264277552690431,-0.09043745221177103,-0.09673998909895298,0.059381731597673015,0.07246835360350377,-0.056410238562359445,-0.019223157442344253
