stock_code,0,1,2,3,4,5,6,7,8,9
000001.SZ,0.2572518710500613,0.2469585754282455,-0.1889235343387847,0.0901173485083649,0.4557635853332795,-0.1111640727943265,-0.1178096291354098,0.3172446009146352,0.1270527430743352,0.0077335157061628
000002.SZ,0.1130597190649104,0.3347818249646223,0.2904171173312464,0.164472386321311,-0.0747358705952955,-0.0194866970947774,0.0181355611828034,0.0059925710996717,-0.0947870088386949,0.4010234626237286
000004.SZ,0.0048421608167867,-0.0410180400501919,-0.0645812952606345,0.0073451805415414,0.0021428073888197,0.2416166807724361,0.0514871923127025,-0.130427324024543,0.2876548923611947,-0.0292869058659561
000005.SZ,-0.0659606106693908,0.1898483839101522,0.1199449294721902,0.2045574064596913,-0.3228734513242939,0.1828857278602392,-0.1145697797129941,0.1817956909565797,0.1942205307982487,0.0534822889228258
000006.SZ,-0.1788858392679512,0.2347637736180974,0.1504795765957389,0.0204488494140661,-0.0179144424762117,0.2943792678689627,0.095055562140512,-0.1163344295629166,0.0702713271194826,-0.1063009950354196
000007.SZ,0.1921075480974848,-0.1191733212922037,-0.0646165413235726,-0.0586251090204989,0.2325432527139088,-0.0328962584835199,-0.1070992034503222,0.0279169942518443,0.0200785446846405,0.1107927405321927
000008.SZ,0.2469129397015793,0.1680970359782044,-0.0617125042492877,0.0667045350726607,-0.0052574317899366,0.01867704347381,-0.1042205790496865,-0.0210613841535706,-0.1326343825968909,0.1391005340668923
000009.SZ,-0.0833640112182742,0.0591650291871877,0.2158133925350603,-0.0389875885882934,0.0430421301928818,0.2867052753172376,0.160994402789773,-0.0943294440159643,0.1284713399291019,-0.1966189245765295
000010.SZ,-0.1186605539832253,0.0035204375615858,0.1069616323701883,-0.0763382509135201,-0.1163601021302012,0.1037596768371894,-0.0747948230067871,0.0887284766141045,0.0442110216470652,0.2682518392993487
000011.SZ,0.0969136493421486,-0.0479694963755781,-0.1225063771412093,-0.0182295597696051,0.0291492223571152,0.0113131831181719,0.0990118681362417,-0.0820384742720237,0.2113041609334819,0.1787837524917688
000012.SZ,0.0417394573430326,-0.1064870476098948,0.0111835565399236,0.2920218709923734,0.0307230848824986,-0.1645746568738899,0.2406657359553468,0.0793581232230422,0.0675904621224123,-0.0239528002360092
000014.SZ,0.21061961398261,0.0985415016316244,0.1814620989565272,-0.139461157169686,0.0575929878682704,-0.0092432049209848,-0.1549665705030223,0.0259311074930386,-0.1906413864436383,0.2559966503889699
000016.SZ,0.0817478288876015,-0.0337530043890628,0.2547655598515659,0.2668806440917274,-0.111003117208811,-0.1494869918846909,-0.063993904731448,-0.1354389118310838,0.1955554664478128,0.1093078115335226
000017.SZ,-0.1855983906705444,-0.1223701835564339,0.2394565178467795,0.1346606270669764,0.0073668485165983,0.1315282857591475,-0.0616229944139996,0.1875030885507237,0.0635881013288724,0.1470739662347984
000018.SZ,0.0827382304586643,-0.2504022530350769,0.0958511409247194,0.2356693691962918,-0.1801825472402391,0.0743211166780403,0.1138162457174208,-0.0096504475563922,0.1625523220236656,0.1874411525121402
000019.SZ,0.0368326309604065,0.1381700149706122,0.0339841300177999,-0.1803588569761188,-0.1076187281545467,0.2375942150911423,0.2430998446882256,0.0434296250462686,0.0277947669290913,-0.0087363356903447
000020.SZ,-0.0715333937414522,0.1722033238596076,-0.079475786025086,0.1046009725195654,-0.0618416154495403,0.01515232010105,0.0157244804377291,0.1471410411137966,-0.1005268472559158,0.2528241357139512
000021.SZ,0.1112776171786748,-0.0617879820649031,-0.0770396720672242,0.1965776988086724,0.1138136618430458,-0.177881419906439,-0.0299745345854493,0.2229230601880237,0.0298067580090751,0.1699602572675836
000022.SZ,0.0420702906330833,-0.0283341019659745,0.1116975883864307,0.0114578227975187,0.0856641927647935,-0.0696041617031771,0.0610989155204566,0.2778041053027742,-0.0402548886745829,-0.1228598809922014
000023.SZ,0.2712725250031124,0.2630307100007518,-0.1126750249737033,-0.1647260478309015,0.2947037989977632,0.0490162617077359,0.2153524704389257,-0.1494207945076132,-0.1863149603090043,-0.2057397515932769
000025.SZ,0.0690565720695406,-0.1785886244533881,0.0473118282218364,0.1116489857203508,-0.0424468438845759,-0.0334695161630259,0.0540988240673579,0.0672249104915156,0.1160933583201917,0.1861014557769832
000026.SZ,-0.0168826279538924,0.1927613252608737,0.0719756559336842,0.0243755876044164,-0.191868635277334,-0.1543955661643456,-0.0489980816025439,0.2409271921399822,0.1987785912351531,0.1946693761046123
000027.SZ,-0.1607939295918719,-0.0409998996045016,0.2370869920235894,-0.0715750918857885,0.0396938306286325,0.0735066497962938,0.2123141261310046,-0.1455114514174004,-0.0125546387652045,0.2039029450710382
000028.SZ,0.1231913329940846,0.1048029040482208,-0.167369251487249,-0.0548183857364686,-0.1070355018847099,0.0570872311904354,0.024797470540543,0.3385404514039997,0.129838022644306,0.0178832858246999
000029.SZ,0.2339725477399922,0.1731189457086013,0.0831092871560856,-0.0240175328531868,0.2159125841397304,-0.0689358161136228,-0.1505988385790001,-0.2076219878102032,0.0845884608089758,0.044124472884338
000030.SZ,0.2263292035223741,-0.095898951399566,0.1454072968073818,-0.0230578564467538,-0.0313511787402242,0.0084928466465665,0.122257757840632,-0.0926451443588464,0.1826332933094261,0.1126038224737591
000031.SZ,0.2022616158602596,-0.1349834111914986,0.2180352451917153,-0.1089515061491018,0.1230511270466884,0.0200244066249875,-0.2268281709145965,0.068945296912569,0.0283424209931089,0.2687816304890849
000032.SZ,-0.0249566981452699,-0.0135822230588709,-0.1273416173271473,0.0173461020664205,-0.2167326238928112,0.13646250994555,0.2463449455171741,0.1315548390537535,0.1742443839449504,0.1140406028905293
000034.SZ,0.0983535115307959,0.2306679461616968,0.2522647325591436,-0.001709162477293,-0.1406377474795259,-0.01382896773441,-0.2123679909265476,-0.0766692414606654,0.2274736983769352,0.1155717442637238
000035.SZ,0.1444278998220626,-0.1796238394398993,-0.1683305019158763,0.1328138438693286,-0.1104251698376702,0.0973861695637341,0.2409626259641125,-0.092381180400104,0.1323829432675841,0.1908238553357989
000036.SZ,-0.0389756163673175,0.0700084930102922,0.1960577243215623,0.0062453169944771,-0.0191479082734622,-0.1040154251939013,0.0604907268715621,0.1426683854589333,-0.0015265859474052,0.0369622458804234
000037.SZ,0.0650915571327322,-0.1109486581999676,0.1405025868826283,-0.0625076576295418,0.2764955858715551,0.1032479888059563,-0.1180690100518721,0.1050857944583651,-0.1783080148109606,0.1057852894030114
000038.SZ,-0.1206850673762858,0.2992127979071899,-0.1470507805898281,0.1770085642947995,-0.0929499790898386,0.0982826085485475,0.1469127358777513,-0.1069081720660504,0.0041378705801196,0.0848195991975761
000039.SZ,0.1238807318788669,0.0171896997052602,-0.1257020223992886,0.0621683836808476,0.0207912038800609,0.0938356226456358,0.0171305981172292,0.1539569598043484,-0.2066258530282374,0.2840788850508607
