,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20180213,600519.SH,300628.SZ,601360.SH,603716.SH,000661.SZ,603801.SH,603833.SH,300644.SZ,300740.SZ,002925.SZ,603180.SH,603709.SH,002789.SZ,002903.SZ,002460.SZ,002915.SZ,300409.SZ,002812.SZ,300675.SZ,603903.SH,002120.SZ,002192.SZ,002876.SZ,300545.SZ,300509.SZ,601318.SH,002905.SZ,603338.SH,603858.SH,300613.SZ,002001.SZ,601601.SH,601888.SH,601155.SH,000423.SZ,000736.SZ,300500.SZ,002773.SZ,600876.SH,600258.SH,300700.SZ,002881.SZ,600340.SH,600885.SH,600809.SH,000830.SZ,000028.SZ,002883.SZ,002440.SZ,600588.SH
20180214,002925.SZ,603180.SH,600519.SH,601360.SH,603833.SH,002812.SZ,300740.SZ,603799.SH,002460.SZ,300684.SZ,002912.SZ,300707.SZ,300176.SZ,002891.SZ,300709.SZ,300616.SZ,300700.SZ,300693.SZ,603858.SH,300554.SZ,300713.SZ,000567.SZ,603578.SH,002190.SZ,601318.SH,002320.SZ,000651.SZ,603729.SH,603579.SH,603801.SH,300650.SZ,601888.SH,300673.SZ,002749.SZ,603040.SH,000333.SZ,002798.SZ,000963.SZ,002258.SZ,002780.SZ,000858.SZ,002304.SZ,600196.SH,300209.SZ,300560.SZ,002485.SZ,603429.SH,300015.SZ,002240.SZ,002873.SZ
20180222,300618.SZ,600519.SH,603799.SH,002304.SZ,002912.SZ,000661.SZ,300613.SZ,300706.SZ,603833.SH,300616.SZ,002230.SZ,603160.SH,000858.SZ,002049.SZ,300676.SZ,300409.SZ,300308.SZ,300413.SZ,600754.SH,603039.SH,000568.SZ,300666.SZ,300699.SZ,002905.SZ,600009.SH,603729.SH,300693.SZ,603638.SH,603903.SH,600588.SH,300691.SZ,603260.SH,300542.SZ,300725.SZ,601336.SH,600258.SH,300684.SZ,002737.SZ,603305.SH,000938.SZ,300672.SZ,300468.SZ,300567.SZ,300661.SZ,300347.SZ,002916.SZ,300707.SZ,603515.SH,002001.SZ,603868.SH
20180223,002927.SZ,002916.SZ,002460.SZ,300602.SZ,300684.SZ,300725.SZ,300644.SZ,603799.SH,300740.SZ,300612.SZ,603078.SH,300586.SZ,603165.SH,600763.SH,300607.SZ,603709.SH,002049.SZ,300609.SZ,300678.SZ,603871.SH,300677.SZ,300487.SZ,300584.SZ,002887.SZ,603269.SH,002911.SZ,002466.SZ,603444.SH,300679.SZ,002645.SZ,603228.SH,300691.SZ,300668.SZ,600903.SH,603677.SH,002860.SZ,002737.SZ,603881.SH,603186.SH,603080.SH,002876.SZ,603612.SH,300308.SZ,603716.SH,603516.SH,300136.SZ,600340.SH,603895.SH,603722.SH,300075.SZ
20180226,300676.SZ,300613.SZ,300618.SZ,603444.SH,300725.SZ,300677.SZ,300661.SZ,002925.SZ,002876.SZ,300623.SZ,300567.SZ,603078.SH,300628.SZ,002912.SZ,300666.SZ,300685.SZ,300644.SZ,300474.SZ,603896.SH,300683.SZ,300604.SZ,300672.SZ,603466.SH,300706.SZ,300668.SZ,300461.SZ,002352.SZ,300308.SZ,603933.SH,002008.SZ,300450.SZ,002916.SZ,300586.SZ,603595.SH,300136.SZ,300642.SZ,603160.SH,300638.SZ,300700.SZ,603458.SH,300482.SZ,300226.SZ,000710.SZ,300732.SZ,300545.SZ,002371.SZ,603978.SH,300671.SZ,300648.SZ,000503.SZ
20180227,603680.SH,300613.SZ,300738.SZ,300644.SZ,300226.SZ,603516.SH,300618.SZ,300567.SZ,603338.SH,002878.SZ,300586.SZ,300176.SZ,603871.SH,300461.SZ,000503.SZ,002907.SZ,300730.SZ,300518.SZ,300542.SZ,300558.SZ,300236.SZ,002343.SZ,002867.SZ,300588.SZ,002896.SZ,603499.SH,300623.SZ,300663.SZ,600903.SH,002927.SZ,603466.SH,300672.SZ,300456.SZ,603506.SH,300696.SZ,002856.SZ,300572.SZ,002879.SZ,300545.SZ,002668.SZ,300601.SZ,300666.SZ,002903.SZ,002841.SZ,300707.SZ,600645.SH,603103.SH,300722.SZ,002912.SZ,600893.SH
20180228,300618.SZ,603799.SH,300630.SZ,300176.SZ,002821.SZ,603680.SH,603096.SH,002841.SZ,603730.SH,300685.SZ,002927.SZ,603040.SH,002813.SZ,002466.SZ,603595.SH,600588.SH,000048.SZ,603899.SH,300467.SZ,300554.SZ,002749.SZ,002174.SZ,300450.SZ,300572.SZ,603938.SH,300617.SZ,600260.SH,300584.SZ,002410.SZ,002008.SZ,002034.SZ,300695.SZ,002668.SZ,300600.SZ,603019.SH,300488.SZ,000150.SZ,603180.SH,002921.SZ,000738.SZ,002460.SZ,000504.SZ,603160.SH,300663.SZ,300237.SZ,603800.SH,002624.SZ,300681.SZ,300353.SZ,002640.SZ
20180301,300741.SZ,600519.SH,002929.SZ,002912.SZ,000938.SZ,300577.SZ,300725.SZ,300554.SZ,300624.SZ,300738.SZ,002831.SZ,300666.SZ,603595.SH,603083.SH,603716.SH,603533.SH,002903.SZ,002907.SZ,603078.SH,002304.SZ,600588.SH,601100.SH,603039.SH,300706.SZ,000513.SZ,300616.SZ,603080.SH,300601.SZ,002927.SZ,300508.SZ,300617.SZ,002777.SZ,600901.SH,300679.SZ,600570.SH,300678.SZ,600903.SH,300644.SZ,300613.SZ,002911.SZ,000681.SZ,300687.SZ,600845.SH,002320.SZ,603338.SH,601012.SH,002049.SZ,002095.SZ,603019.SH,603579.SH
20180302,300616.SZ,603059.SH,002928.SZ,300618.SZ,300624.SZ,300688.SZ,300561.SZ,002929.SZ,000025.SZ,002927.SZ,603799.SH,300450.SZ,603988.SH,300687.SZ,002709.SZ,000710.SZ,300629.SZ,000661.SZ,603429.SH,300462.SZ,603083.SH,002812.SZ,300477.SZ,300308.SZ,300686.SZ,600419.SH,603716.SH,603801.SH,002769.SZ,002925.SZ,002192.SZ,603180.SH,000023.SZ,300585.SZ,300602.SZ,300675.SZ,603959.SH,603557.SH,603939.SH,300236.SZ,603888.SH,601116.SH,603566.SH,002850.SZ,603518.SH,300681.SZ,000538.SZ,300353.SZ,603355.SH,600037.SH
20180305,603986.SH,300676.SZ,603595.SH,002925.SZ,603180.SH,002916.SZ,300661.SZ,300618.SZ,300571.SZ,300567.SZ,002912.SZ,300624.SZ,603895.SH,300666.SZ,300688.SZ,300740.SZ,300627.SZ,300450.SZ,300413.SZ,603533.SH,002929.SZ,600588.SH,002903.SZ,002798.SZ,300738.SZ,603019.SH,300612.SZ,002049.SZ,300684.SZ,603059.SH,300628.SZ,300696.SZ,002927.SZ,300739.SZ,600436.SH,300685.SZ,603988.SH,603138.SH,002885.SZ,300554.SZ,002928.SZ,300725.SZ,300677.SZ,300649.SZ,300609.SZ,300572.SZ,300691.SZ,002841.SZ,300613.SZ,300678.SZ
20180306,603986.SH,300725.SZ,300628.SZ,002812.SZ,002925.SZ,603444.SH,603978.SH,300624.SZ,000661.SZ,300688.SZ,603602.SH,603260.SH,002929.SZ,300613.SZ,300612.SZ,603059.SH,002927.SZ,300700.SZ,000025.SZ,000503.SZ,603737.SH,300650.SZ,603939.SH,000418.SZ,002915.SZ,002928.SZ,601155.SH,300649.SZ,300706.SZ,002858.SZ,603595.SH,002773.SZ,603883.SH,300727.SZ,000513.SZ,002801.SZ,000732.SZ,300559.SZ,603938.SH,002001.SZ,002343.SZ,002917.SZ,002862.SZ,600763.SH,603127.SH,300681.SZ,300477.SZ,300691.SZ,002294.SZ,300143.SZ
20180307,300624.SZ,300688.SZ,002929.SZ,300707.SZ,300612.SZ,603059.SH,002927.SZ,000025.SZ,300650.SZ,300666.SZ,300668.SZ,002913.SZ,002928.SZ,300684.SZ,300639.SZ,300648.SZ,603466.SH,600903.SH,002869.SZ,002912.SZ,002907.SZ,603868.SH,300514.SZ,300642.SZ,603080.SH,300436.SZ,002866.SZ,002878.SZ,300347.SZ,002460.SZ,300645.SZ,300308.SZ,603165.SH,300667.SZ,002911.SZ,603729.SH,002753.SZ,002813.SZ,600771.SH,600809.SH,300547.SZ,603516.SH,300732.SZ,002897.SZ,002714.SZ,300630.SZ,300349.SZ,000503.SZ,002863.SZ,300739.SZ
20180308,600519.SH,300624.SZ,000661.SZ,300725.SZ,300685.SZ,002832.SZ,603833.SH,300684.SZ,603127.SH,603516.SH,300707.SZ,300678.SZ,300612.SZ,002883.SZ,002912.SZ,603059.SH,300642.SZ,002927.SZ,300401.SZ,300567.SZ,300357.SZ,002913.SZ,002928.SZ,000858.SZ,300649.SZ,002304.SZ,300681.SZ,300738.SZ,300730.SZ,300675.SZ,300723.SZ,603329.SH,300653.SZ,603180.SH,603040.SH,300715.SZ,600903.SH,300500.SZ,300554.SZ,600436.SH,000333.SZ,000538.SZ,300731.SZ,600276.SH,603868.SH,300645.SZ,603978.SH,603589.SH,603871.SH,603963.SH
20180309,300628.SZ,300738.SZ,300176.SZ,300613.SZ,300450.SZ,300618.SZ,002912.SZ,300707.SZ,603516.SH,603444.SH,600519.SH,603895.SH,300545.SZ,603737.SH,002883.SZ,002929.SZ,300672.SZ,002841.SZ,300533.SZ,002095.SZ,002928.SZ,002812.SZ,300739.SZ,603039.SH,300730.SZ,603183.SH,300675.SZ,300715.SZ,300676.SZ,300616.SZ,603559.SH,300691.SZ,300571.SZ,300508.SZ,002008.SZ,603602.SH,300226.SZ,002908.SZ,300687.SZ,603288.SH,002879.SZ,300033.SZ,300560.SZ,603096.SH,300650.SZ,603258.SH,603322.SH,300706.SZ,603232.SH,000963.SZ
20180312,300618.SZ,603986.SH,000661.SZ,603799.SH,300616.SZ,002460.SZ,300226.SZ,300672.SZ,002812.SZ,603160.SH,002925.SZ,300545.SZ,603083.SH,300661.SZ,002709.SZ,300613.SZ,300572.SZ,300607.SZ,300730.SZ,603039.SH,603203.SH,002095.SZ,002466.SZ,300691.SZ,300741.SZ,300629.SZ,300560.SZ,300715.SZ,002729.SZ,300567.SZ,603283.SH,603096.SH,603197.SH,300485.SZ,603078.SH,002861.SZ,300648.SZ,300469.SZ,300688.SZ,300707.SZ,002847.SZ,300571.SZ,603816.SH,300698.SZ,300568.SZ,603356.SH,603156.SH,603338.SH,002877.SZ,300073.SZ
20180313,300678.SZ,300618.SZ,002927.SZ,601360.SH,603986.SH,603506.SH,300677.SZ,002877.SZ,603096.SH,002790.SZ,300468.SZ,002850.SZ,300174.SZ,603801.SH,002892.SZ,603709.SH,300699.SZ,300647.SZ,300300.SZ,603871.SH,603019.SH,300620.SZ,300226.SZ,603712.SH,000004.SZ,002189.SZ,300571.SZ,300616.SZ,002776.SZ,300560.SZ,600523.SH,002795.SZ,300631.SZ,002684.SZ,002879.SZ,002543.SZ,600804.SH,600338.SH,300676.SZ,300513.SZ,300357.SZ,603578.SH,300684.SZ,002271.SZ,300490.SZ,300115.SZ,603039.SH,603085.SH,002657.SZ,603738.SH
20180314,600519.SH,603180.SH,300732.SZ,300688.SZ,300523.SZ,603506.SH,300731.SZ,300655.SZ,603680.SH,002922.SZ,002853.SZ,002928.SZ,300623.SZ,000568.SZ,300647.SZ,300727.SZ,603269.SH,002923.SZ,002718.SZ,603712.SH,603059.SH,002841.SZ,603458.SH,300619.SZ,300678.SZ,300689.SZ,603619.SH,600585.SH,603081.SH,300477.SZ,300490.SZ,300733.SZ,002915.SZ,002919.SZ,300559.SZ,002208.SZ,000151.SZ,603589.SH,603605.SH,603040.SH,000672.SZ,300737.SZ,603858.SH,002074.SZ,002812.SZ,600276.SH,600801.SH,603595.SH,601012.SH,300721.SZ
20180315,600519.SH,002812.SZ,603986.SH,300618.SZ,300740.SZ,300226.SZ,002912.SZ,603883.SH,603799.SH,300672.SZ,600809.SH,600276.SH,000538.SZ,002922.SZ,002460.SZ,300616.SZ,002049.SZ,603595.SH,000858.SZ,300685.SZ,600436.SH,300731.SZ,002409.SZ,002798.SZ,603619.SH,603288.SH,603712.SH,300602.SZ,600876.SH,601318.SH,002821.SZ,603589.SH,000651.SZ,300511.SZ,002833.SZ,000568.SZ,300572.SZ,002668.SZ,603559.SH,002709.SZ,300174.SZ,002304.SZ,603816.SH,600885.SH,002208.SZ,002088.SZ,002734.SZ,000151.SZ,300661.SZ,002742.SZ
20180316,300624.SZ,300685.SZ,002912.SZ,300688.SZ,300554.SZ,300461.SZ,603833.SH,300616.SZ,300691.SZ,603776.SH,002923.SZ,300715.SZ,603039.SH,002860.SZ,002921.SZ,300477.SZ,002922.SZ,603180.SH,300690.SZ,300680.SZ,300602.SZ,603737.SH,002913.SZ,300732.SZ,300612.SZ,603922.SH,300308.SZ,603712.SH,600053.SH,603396.SH,300575.SZ,300571.SZ,300687.SZ,603444.SH,300649.SZ,601116.SH,002861.SZ,300700.SZ,603806.SH,300428.SZ,002867.SZ,002813.SZ,300100.SZ,600645.SH,603612.SH,002208.SZ,002038.SZ,002737.SZ,000151.SZ,300701.SZ
20180319,603986.SH,600519.SH,000661.SZ,603444.SH,300624.SZ,002925.SZ,603180.SH,300688.SZ,603127.SH,300612.SZ,300571.SZ,300642.SZ,300572.SZ,603260.SH,600276.SH,002821.SZ,300715.SZ,603716.SH,300677.SZ,603939.SH,603078.SH,603039.SH,002921.SZ,601318.SH,603096.SH,002858.SZ,603890.SH,300523.SZ,300661.SZ,300628.SZ,300650.SZ,300706.SZ,300696.SZ,300003.SZ,300692.SZ,300613.SZ,002742.SZ,603712.SH,300518.SZ,300666.SZ,300462.SZ,300558.SZ,300733.SZ,300508.SZ,603799.SH,002916.SZ,603912.SH,603896.SH,600535.SH,300398.SZ
20180320,300725.SZ,300676.SZ,300624.SZ,603595.SH,300567.SZ,300661.SZ,002927.SZ,002812.SZ,603160.SH,300730.SZ,603533.SH,300461.SZ,002921.SZ,002858.SZ,300702.SZ,300226.SZ,002907.SZ,603233.SH,300571.SZ,002287.SZ,300738.SZ,000513.SZ,600903.SH,300678.SZ,300639.SZ,300604.SZ,600436.SH,002864.SZ,300685.SZ,300677.SZ,300462.SZ,300613.SZ,300558.SZ,603939.SH,002911.SZ,002294.SZ,300705.SZ,300556.SZ,600196.SH,002773.SZ,603127.SH,000963.SZ,300672.SZ,603929.SH,002796.SZ,603139.SH,000710.SZ,603655.SH,300579.SZ,002749.SZ
20180321,300571.SZ,603579.SH,300624.SZ,300629.SZ,603533.SH,002858.SZ,300469.SZ,002907.SZ,002922.SZ,002864.SZ,002927.SZ,603658.SH,002738.SZ,300176.SZ,300509.SZ,300581.SZ,002869.SZ,300705.SZ,603712.SH,300598.SZ,002870.SZ,300631.SZ,300701.SZ,600315.SH,300347.SZ,002715.SZ,002777.SZ,002190.SZ,002837.SZ,300563.SZ,600729.SH,300608.SZ,300622.SZ,600520.SH,300542.SZ,000985.SZ,002346.SZ,300577.SZ,300589.SZ,300719.SZ,601888.SH,603602.SH,300519.SZ,000151.SZ,300383.SZ,000065.SZ,601069.SH,603881.SH,000673.SZ,603709.SH
20180322,300661.SZ,603039.SH,002927.SZ,300628.SZ,603059.SH,300687.SZ,603533.SH,300618.SZ,603978.SH,300738.SZ,300469.SZ,300730.SZ,300554.SZ,002929.SZ,002749.SZ,300657.SZ,603799.SH,300731.SZ,603716.SH,603466.SH,002777.SZ,002864.SZ,300516.SZ,002919.SZ,300609.SZ,300691.SZ,300477.SZ,300623.SZ,300705.SZ,300677.SZ,300598.SZ,603260.SH,300631.SZ,002870.SZ,300533.SZ,300572.SZ,300706.SZ,300109.SZ,603138.SH,603738.SH,603970.SH,002903.SZ,002873.SZ,300542.SZ,300651.SZ,300645.SZ,300686.SZ,603060.SH,300630.SZ,603078.SH
20180323,300624.SZ,300696.SZ,300602.SZ,300634.SZ,300598.SZ,603970.SH,603078.SH,300719.SZ,300581.SZ,002864.SZ,300657.SZ,300682.SZ,300640.SZ,603336.SH,300722.SZ,002910.SZ,300738.SZ,601116.SH,603127.SH,300523.SZ,603363.SH,601069.SH,600547.SH,002824.SZ,002265.SZ,002919.SZ,002852.SZ,000820.SZ,002190.SZ,603712.SH,600262.SH,600689.SH,002788.SZ,300686.SZ,600343.SH,603330.SH,002041.SZ,002771.SZ,300702.SZ,600135.SH,603069.SH,300705.SZ,600371.SH,300567.SZ,603501.SH,000935.SZ,603609.SH,600598.SH,002297.SZ,600520.SH
20180326,300618.SZ,603986.SH,300685.SZ,300661.SZ,300642.SZ,300613.SZ,300738.SZ,603978.SH,300725.SZ,603127.SH,300696.SZ,603799.SH,300666.SZ,300706.SZ,300672.SZ,300616.SZ,002925.SZ,300571.SZ,300474.SZ,002929.SZ,300677.SZ,002460.SZ,603444.SH,300676.SZ,300700.SZ,300623.SZ,300559.SZ,300347.SZ,300450.SZ,002049.SZ,300469.SZ,603716.SH,000661.SZ,300699.SZ,300604.SZ,300176.SZ,300226.SZ,603019.SH,002864.SZ,300691.SZ,002749.SZ,002919.SZ,300554.SZ,300740.SZ,300572.SZ,002896.SZ,300667.SZ,300349.SZ,002907.SZ,002371.SZ
20180327,300624.SZ,603595.SH,300688.SZ,002812.SZ,300696.SZ,603986.SH,300628.SZ,300713.SZ,300672.SZ,300613.SZ,002460.SZ,300618.SZ,603833.SH,603939.SH,300687.SZ,603039.SH,300567.SZ,002912.SZ,603444.SH,600570.SH,603776.SH,300707.SZ,300684.SZ,300559.SZ,300469.SZ,300676.SZ,300706.SZ,300579.SZ,300450.SZ,002864.SZ,300545.SZ,603233.SH,603658.SH,300667.SZ,300598.SZ,603533.SH,300523.SZ,300176.SZ,300548.SZ,300645.SZ,000938.SZ,002833.SZ,300533.SZ,002466.SZ,603019.SH,002850.SZ,603712.SH,300612.SZ,002371.SZ,300666.SZ
20180328,300567.SZ,603444.SH,300226.SZ,603595.SH,002927.SZ,300176.SZ,603039.SH,300572.SZ,002864.SZ,300730.SZ,002873.SZ,300639.SZ,300667.SZ,300525.SZ,600419.SH,002883.SZ,300638.SZ,300675.SZ,002930.SZ,002877.SZ,603127.SH,300630.SZ,002729.SZ,300649.SZ,300530.SZ,002887.SZ,300726.SZ,300676.SZ,002881.SZ,300487.SZ,300436.SZ,300684.SZ,300552.SZ,300583.SZ,300590.SZ,603903.SH,300725.SZ,002898.SZ,603129.SH,300593.SZ,002569.SZ,300550.SZ,300518.SZ,300542.SZ,002368.SZ,603516.SH,300664.SZ,603186.SH,603383.SH,300404.SZ
20180329,603833.SH,002304.SZ,600519.SH,300667.SZ,603180.SH,300690.SZ,000568.SZ,300701.SZ,000661.SZ,603506.SH,300584.SZ,603712.SH,300644.SZ,603895.SH,603722.SH,300487.SZ,300436.SZ,000002.SZ,000858.SZ,002928.SZ,002873.SZ,603283.SH,000732.SZ,603355.SH,300616.SZ,002803.SZ,603266.SH,002925.SZ,300346.SZ,603368.SH,601799.SH,000333.SZ,300699.SZ,603079.SH,300607.SZ,603156.SH,601155.SH,601336.SH,603029.SH,603589.SH,002909.SZ,603488.SH,300513.SZ,300550.SZ,603223.SH,603516.SH,600486.SH,000605.SZ,002816.SZ,000023.SZ
20180330,300613.SZ,300567.SZ,300616.SZ,603039.SH,002912.SZ,603214.SH,300661.SZ,002916.SZ,603096.SH,300666.SZ,300628.SZ,603444.SH,300630.SZ,603986.SH,300504.SZ,300684.SZ,300571.SZ,002773.SZ,300706.SZ,300667.SZ,300357.SZ,300618.SZ,300730.SZ,300308.SZ,300584.SZ,600276.SH,000938.SZ,002371.SZ,300548.SZ,603729.SH,300668.SZ,300701.SZ,603160.SH,300508.SZ,300650.SZ,002812.SZ,300685.SZ,300525.SZ,300579.SZ,300653.SZ,300604.SZ,300557.SZ,300545.SZ,300619.SZ,300676.SZ,603712.SH,300725.SZ,300550.SZ,002038.SZ,300726.SZ
20180402,300661.SZ,603986.SH,300613.SZ,000938.SZ,300725.SZ,002912.SZ,300684.SZ,300667.SZ,300648.SZ,300584.SZ,002864.SZ,002916.SZ,603337.SH,603658.SH,300548.SZ,300567.SZ,300701.SZ,300653.SZ,300619.SZ,603712.SH,000503.SZ,300676.SZ,002032.SZ,603160.SH,000710.SZ,300487.SZ,300514.SZ,300602.SZ,300603.SZ,603737.SH,002815.SZ,002920.SZ,300631.SZ,002881.SZ,300655.SZ,300507.SZ,600570.SH,002850.SZ,300577.SZ,300720.SZ,002841.SZ,300223.SZ,600760.SH,002813.SZ,603214.SH,002888.SZ,002320.SZ,300604.SZ,002876.SZ,300630.SZ
20180403,300618.SZ,300684.SZ,300648.SZ,300613.SZ,300584.SZ,002864.SZ,603127.SH,002931.SZ,300482.SZ,603896.SH,300653.SZ,300508.SZ,603322.SH,300487.SZ,603722.SH,300514.SZ,300722.SZ,002907.SZ,300601.SZ,300692.SZ,300727.SZ,000710.SZ,300701.SZ,300713.SZ,002813.SZ,603214.SH,002916.SZ,002888.SZ,603080.SH,600903.SH,603336.SH,600345.SH,600211.SH,300639.SZ,300651.SZ,603912.SH,300670.SZ,603466.SH,300709.SZ,002898.SZ,300553.SZ,300685.SZ,300540.SZ,603803.SH,600570.SH,002923.SZ,300191.SZ,300504.SZ,300637.SZ,300673.SZ
20180404,600519.SH,300624.SZ,300684.SZ,300696.SZ,002304.SZ,002864.SZ,603156.SH,603516.SH,300628.SZ,300653.SZ,300672.SZ,603722.SH,300722.SZ,300723.SZ,300598.SZ,300701.SZ,300550.SZ,300705.SZ,300727.SZ,300308.SZ,603396.SH,600809.SH,603214.SH,002888.SZ,300706.SZ,002890.SZ,603080.SH,002886.SZ,002900.SZ,603336.SH,603661.SH,603985.SH,000858.SZ,300670.SZ,000418.SZ,300673.SZ,603871.SH,002921.SZ,603161.SH,300452.SZ,300738.SZ,603368.SH,603356.SH,000411.SZ,300732.SZ,300504.SZ,300637.SZ,000028.SZ,002865.SZ,300514.SZ
20180409,300624.SZ,002864.SZ,002912.SZ,300545.SZ,300707.SZ,300618.SZ,603895.SH,300738.SZ,300226.SZ,603871.SH,300627.SZ,603383.SH,000661.SZ,300722.SZ,300598.SZ,300550.SZ,300705.SZ,300727.SZ,600519.SH,002923.SZ,002915.SZ,603214.SH,002821.SZ,300583.SZ,603080.SH,002902.SZ,300554.SZ,603032.SH,002886.SZ,600436.SH,300567.SZ,300581.SZ,603336.SH,603096.SH,002929.SZ,002859.SZ,603458.SH,300687.SZ,002151.SZ,300700.SZ,300670.SZ,600259.SH,300681.SZ,002829.SZ,603138.SH,603329.SH,002856.SZ,300668.SZ,603161.SH,300590.SZ
20180410,600519.SH,300628.SZ,300554.SZ,000661.SZ,603180.SH,603897.SH,300618.SZ,300688.SZ,300725.SZ,300595.SZ,300660.SZ,603799.SH,002927.SZ,002812.SZ,300627.SZ,603383.SH,300598.SZ,300644.SZ,002873.SZ,300705.SZ,603516.SH,603712.SH,603214.SH,603716.SH,300700.SZ,300529.SZ,300726.SZ,300668.SZ,603595.SH,002919.SZ,603833.SH,603963.SH,002900.SZ,603096.SH,300670.SZ,300488.SZ,300452.SZ,300572.SZ,603811.SH,300504.SZ,300579.SZ,603139.SH,603266.SH,603607.SH,603866.SH,603533.SH,600566.SH,300634.SZ,603106.SH,002304.SZ
20180411,002927.SZ,603383.SH,300707.SZ,002873.SZ,300579.SZ,300624.SZ,603232.SH,002878.SZ,603214.SH,300559.SZ,300715.SZ,300671.SZ,002714.SZ,300650.SZ,603080.SH,603607.SH,300617.SZ,300561.SZ,603197.SH,603040.SH,002888.SZ,300677.SZ,300668.SZ,603619.SH,603429.SH,603517.SH,002801.SZ,300504.SZ,300627.SZ,300623.SZ,300740.SZ,603466.SH,002929.SZ,300509.SZ,002922.SZ,300567.SZ,002877.SZ,002884.SZ,603737.SH,300634.SZ,603106.SH,603042.SH,603127.SH,000661.SZ,002880.SZ,603039.SH,300620.SZ,300665.SZ,300589.SZ,603897.SH
20180412,300554.SZ,603301.SH,603871.SH,603383.SH,300656.SZ,603214.SH,300567.SZ,600436.SH,603079.SH,300561.SZ,603506.SH,603429.SH,300504.SZ,300595.SZ,000661.SZ,300663.SZ,300605.SZ,603156.SH,300634.SZ,603106.SH,002840.SZ,300122.SZ,603883.SH,300642.SZ,300665.SZ,603897.SH,300589.SZ,300633.SZ,603233.SH,603729.SH,603056.SH,300541.SZ,002931.SZ,300543.SZ,603811.SH,300616.SZ,603329.SH,000710.SZ,300715.SZ,300686.SZ,603677.SH,603387.SH,300546.SZ,002320.SZ,603138.SH,300508.SZ,603289.SH,002929.SZ,300708.SZ,002841.SZ
20180413,603871.SH,300706.SZ,603986.SH,300713.SZ,603214.SH,300673.SZ,300469.SZ,300666.SZ,300715.SZ,300668.SZ,300577.SZ,300685.SZ,603757.SH,300504.SZ,002908.SZ,300605.SZ,300634.SZ,300661.SZ,002912.SZ,603897.SH,603458.SH,600570.SH,300698.SZ,002931.SZ,603337.SH,603301.SH,300699.SZ,600699.SH,603917.SH,300732.SZ,300288.SZ,300613.SZ,002832.SZ,002896.SZ,300695.SZ,002798.SZ,300474.SZ,002812.SZ,300533.SZ,002371.SZ,300562.SZ,002718.SZ,603059.SH,002891.SZ,002916.SZ,603078.SH,300739.SZ,002771.SZ,300663.SZ,000710.SZ
20180416,603039.SH,300616.SZ,300628.SZ,300684.SZ,603156.SH,300579.SZ,002912.SZ,300725.SZ,603729.SH,603466.SH,603595.SH,603214.SH,300630.SZ,300638.SZ,002908.SZ,603019.SH,603757.SH,300558.SZ,300663.SZ,300226.SZ,300634.SZ,300560.SZ,002320.SZ,600588.SH,603897.SH,600570.SH,300308.SZ,002931.SZ,603301.SH,300529.SZ,300504.SZ,300347.SZ,002368.SZ,300595.SZ,300550.SZ,002821.SZ,600845.SH,002930.SZ,300462.SZ,000938.SZ,000567.SZ,300523.SZ,603127.SH,000977.SZ,600259.SH,002865.SZ,300470.SZ,000860.SZ,300212.SZ,600276.SH
20180417,603773.SH,603729.SH,300613.SZ,002908.SZ,300634.SZ,603897.SH,300661.SZ,603301.SH,603336.SH,002930.SZ,002865.SZ,002885.SZ,300604.SZ,300543.SZ,603078.SH,603363.SH,300570.SZ,002806.SZ,603970.SH,002796.SZ,002679.SZ,002902.SZ,300462.SZ,603517.SH,603848.SH,002910.SZ,300394.SZ,002840.SZ,002719.SZ,002371.SZ,002897.SZ,002049.SZ,603937.SH,300502.SZ,300223.SZ,300672.SZ,002890.SZ,002875.SZ,002023.SZ,300548.SZ,002670.SZ,603056.SH,002792.SZ,300626.SZ,603429.SH,300684.SZ,601360.SH,300708.SZ,603069.SH,300596.SZ
20180418,603986.SH,300613.SZ,300567.SZ,300661.SZ,603039.SH,603127.SH,000938.SZ,300604.SZ,603160.SH,603876.SH,603595.SH,300666.SZ,002916.SZ,300672.SZ,300706.SZ,603019.SH,300667.SZ,002049.SZ,300623.SZ,603773.SH,002371.SZ,300618.SZ,300504.SZ,300634.SZ,300474.SZ,300739.SZ,603078.SH,002821.SZ,300550.SZ,300685.SZ,300732.SZ,603897.SH,300624.SZ,603301.SH,300656.SZ,603156.SH,002927.SZ,000710.SZ,002368.SZ,300699.SZ,002890.SZ,300347.SZ,300627.SZ,603260.SH,300671.SZ,603005.SH,000661.SZ,002180.SZ,300456.SZ,300236.SZ
20180419,600519.SH,300676.SZ,603729.SH,603773.SH,300628.SZ,300634.SZ,000661.SZ,603301.SH,000858.SZ,002925.SZ,603595.SH,000710.SZ,002931.SZ,300667.SZ,603883.SH,300523.SZ,002120.SZ,603978.SH,000333.SZ,002798.SZ,300715.SZ,600332.SH,603833.SH,603527.SH,300675.SZ,601888.SH,600990.SH,002884.SZ,000651.SZ,300546.SZ,000568.SZ,603937.SH,002806.SZ,603096.SH,000963.SZ,603466.SH,300701.SZ,300707.SZ,603233.SH,300462.SZ,603876.SH,600760.SH,603181.SH,002841.SZ,002304.SZ,600459.SH,002179.SZ,002679.SZ,002734.SZ,603860.SH
